;filename;camera_id;datetime;frame_id;label_class;x;y;w;h;confidance
36;cfg_raw_cam_02_fhd_h265_20230610T151001.mkv;02;2023-06-10 15:10:01;2256;-1;0;0;0;0;0
37;cfg_raw_cam_02_fhd_h265_20230610T094001.mkv;02;2023-06-10 09:40:01;116;-1;0;0;0;0;0
38;cfg_raw_cam_02_fhd_h265_20230610T111001.mkv;02;2023-06-10 11:10:01;1916;-1;0;0;0;0;0
39;cfg_raw_cam_02_fhd_h265_20230610T111001.mkv;02;2023-06-10 11:10:01;956;-1;0;0;0;0;0
40;cfg_raw_cam_02_fhd_h265_20230610T141002.mkv;02;2023-06-10 14:10:02;1683;-1;0;0;0;0;0
41;cfg_raw_cam_02_fhd_h265_20230609T113002.mkv;02;2023-06-09 11:30:02;1382;-1;0;0;0;0;0
42;cfg_raw_cam_01_fhd_h265_20230609T064001.mkv;01;2023-06-09 06:40:01;2193;-1;0;0;0;0;0
43;cfg_raw_cam_02_fhd_h265_20230609T105002.mkv;02;2023-06-09 10:50:02;1007;-1;0;0;0;0;0
44;cfg_raw_cam_02_fhd_h265_20230609T121003.mkv;02;2023-06-09 12:10:03;1178;-1;0;0;0;0;0
45;cfg_raw_cam_02_fhd_h265_20230609T174003.mkv;02;2023-06-09 17:40:03;586;-1;0;0;0;0;0
46;cfg_raw_cam_02_fhd_h265_20230610T152000.mkv;02;2023-06-10 15:20:00;1933;-1;0;0;0;0;0
47;cfg_raw_cam_02_fhd_h265_20230610T100003.mkv;02;2023-06-10 10:00:03;1085;-1;0;0;0;0;0
48;cfg_raw_cam_02_fhd_h265_20230610T104000.mkv;02;2023-06-10 10:40:00;191;-1;0;0;0;0;0
49;cfg_raw_cam_02_fhd_h265_20230610T073000.mkv;02;2023-06-10 07:30:00;2140;-1;0;0;0;0;0
50;cfg_raw_cam_02_fhd_h265_20230610T123003.mkv;02;2023-06-10 12:30:03;1109;-1;0;0;0;0;0
51;cfg_raw_cam_02_fhd_h265_20230610T142001.mkv;02;2023-06-10 14:20:01;112;-1;0;0;0;0;0
52;cfg_raw_cam_01_fhd_h265_20230609T194003.mkv;01;2023-06-09 19:40:03;687;-1;0;0;0;0;0
53;cfg_raw_cam_02_fhd_h265_20230609T151000.mkv;02;2023-06-09 15:10:00;242;-1;0;0;0;0;0
54;cfg_raw_cam_01_fhd_h265_20230609T125002.mkv;01;2023-06-09 12:50:02;1564;-1;0;0;0;0;0
55;cfg_raw_cam_02_fhd_h265_20230610T104000.mkv;02;2023-06-10 10:40:00;1563;-1;0;0;0;0;0
56;cfg_raw_cam_01_fhd_h265_20230609T150003.mkv;01;2023-06-09 15:00:03;694;-1;0;0;0;0;0
57;cfg_raw_cam_02_fhd_h265_20230610T163002.mkv;02;2023-06-10 16:30:02;195;-1;0;0;0;0;0
58;cfg_raw_cam_02_fhd_h265_20230609T104003.mkv;02;2023-06-09 10:40:03;1133;-1;0;0;0;0;0
59;cfg_raw_cam_02_fhd_h265_20230609T180448.mkv;02;2023-06-09 18:04:48;12;-1;0;0;0;0;0
60;cfg_raw_cam_02_fhd_h265_20230609T154001.mkv;02;2023-06-09 15:40:01;486;-1;0;0;0;0;0
61;cfg_raw_cam_02_fhd_h265_20230610T160001.mkv;02;2023-06-10 16:00:01;1181;-1;0;0;0;0;0
62;cfg_raw_cam_02_fhd_h265_20230609T121003.mkv;02;2023-06-09 12:10:03;1126;-1;0;0;0;0;0
63;cfg_raw_cam_02_fhd_h265_20230610T105003.mkv;02;2023-06-10 10:50:03;331;-1;0;0;0;0;0
64;cfg_raw_cam_02_fhd_h265_20230610T140003.mkv;02;2023-06-10 14:00:03;688;-1;0;0;0;0;0
65;cfg_raw_cam_02_fhd_h265_20230610T103001.mkv;02;2023-06-10 10:30:01;1926;-1;0;0;0;0;0
66;cfg_raw_cam_02_fhd_h265_20230610T073000.mkv;02;2023-06-10 07:30:00;2101;-1;0;0;0;0;0
67;cfg_raw_cam_02_fhd_h265_20230609T162002.mkv;02;2023-06-09 16:20:02;933;-1;0;0;0;0;0
68;cfg_raw_cam_02_fhd_h265_20230610T140003.mkv;02;2023-06-10 14:00:03;2192;-1;0;0;0;0;0
69;cfg_raw_cam_02_fhd_h265_20230609T090003.mkv;02;2023-06-09 09:00:03;1811;-1;0;0;0;0;0
70;cfg_raw_cam_02_fhd_h265_20230610T131003.mkv;02;2023-06-10 13:10:03;2294;-1;0;0;0;0;0
71;cfg_raw_cam_02_fhd_h265_20230609T093001.mkv;02;2023-06-09 09:30:01;386;-1;0;0;0;0;0
72;cfg_raw_cam_02_fhd_h265_20230609T114002.mkv;02;2023-06-09 11:40:02;2176;-1;0;0;0;0;0
73;cfg_raw_cam_02_fhd_h265_20230609T090003.mkv;02;2023-06-09 09:00:03;2014;-1;0;0;0;0;0
74;cfg_raw_cam_01_fhd_h265_20230609T091000.mkv;01;2023-06-09 09:10:00;261;-1;0;0;0;0;0
75;cfg_raw_cam_02_fhd_h265_20230610T172002.mkv;02;2023-06-10 17:20:02;103;-1;0;0;0;0;0
76;cfg_raw_cam_02_fhd_h265_20230609T162002.mkv;02;2023-06-09 16:20:02;2098;-1;0;0;0;0;0
77;cfg_raw_cam_02_fhd_h265_20230610T094001.mkv;02;2023-06-10 09:40:01;212;-1;0;0;0;0;0
78;cfg_raw_cam_01_fhd_h265_20230609T141003.mkv;01;2023-06-09 14:10:03;1948;-1;0;0;0;0;0
79;cfg_raw_cam_01_fhd_h265_20230609T094002.mkv;01;2023-06-09 09:40:02;2040;-1;0;0;0;0;0
80;cfg_raw_cam_02_fhd_h265_20230610T102002.mkv;02;2023-06-10 10:20:02;2057;-1;0;0;0;0;0
81;cfg_raw_cam_02_fhd_h265_20230609T131002.mkv;02;2023-06-09 13:10:02;992;-1;0;0;0;0;0
82;cfg_raw_cam_02_fhd_h265_20230610T115002.mkv;02;2023-06-10 11:50:02;2121;-1;0;0;0;0;0
83;cfg_raw_cam_02_fhd_h265_20230609T122002.mkv;02;2023-06-09 12:20:02;735;-1;0;0;0;0;0
84;cfg_raw_cam_01_fhd_h265_20230609T181003.mkv;01;2023-06-09 18:10:03;1357;-1;0;0;0;0;0
85;cfg_raw_cam_02_fhd_h265_20230609T174003.mkv;02;2023-06-09 17:40:03;88;-1;0;0;0;0;0
86;cfg_raw_cam_02_fhd_h265_20230609T144002.mkv;02;2023-06-09 14:40:02;94;-1;0;0;0;0;0
87;cfg_raw_cam_01_fhd_h265_20230609T101003.mkv;01;2023-06-09 10:10:03;671;-1;0;0;0;0;0
88;cfg_raw_cam_02_fhd_h265_20230610T184003.mkv;02;2023-06-10 18:40:03;10;-1;0;0;0;0;0
89;cfg_raw_cam_02_fhd_h265_20230609T105002.mkv;02;2023-06-09 10:50:02;416;-1;0;0;0;0;0
90;cfg_raw_cam_02_fhd_h265_20230610T160001.mkv;02;2023-06-10 16:00:01;1966;-1;0;0;0;0;0
91;cfg_raw_cam_02_fhd_h265_20230609T123001.mkv;02;2023-06-09 12:30:01;1452;-1;0;0;0;0;0
92;cfg_raw_cam_02_fhd_h265_20230609T093001.mkv;02;2023-06-09 09:30:01;2073;-1;0;0;0;0;0
93;cfg_raw_cam_02_fhd_h265_20230610T112000.mkv;02;2023-06-10 11:20:00;1380;-1;0;0;0;0;0
94;cfg_raw_cam_02_fhd_h265_20230609T134003.mkv;02;2023-06-09 13:40:03;149;-1;0;0;0;0;0
95;cfg_raw_cam_02_fhd_h265_20230609T102000.mkv;02;2023-06-09 10:20:00;641;-1;0;0;0;0;0
96;cfg_raw_cam_02_fhd_h265_20230610T084002.mkv;02;2023-06-10 08:40:02;832;-1;0;0;0;0;0
97;cfg_raw_cam_02_fhd_h265_20230610T175003.mkv;02;2023-06-10 17:50:03;1138;-1;0;0;0;0;0
98;cfg_raw_cam_02_fhd_h265_20230610T141002.mkv;02;2023-06-10 14:10:02;2012;-1;0;0;0;0;0
99;cfg_raw_cam_02_fhd_h265_20230609T125000.mkv;02;2023-06-09 12:50:00;942;-1;0;0;0;0;0
100;cfg_raw_cam_02_fhd_h265_20230610T133002.mkv;02;2023-06-10 13:30:02;435;-1;0;0;0;0;0
101;cfg_raw_cam_02_fhd_h265_20230610T084002.mkv;02;2023-06-10 08:40:02;546;-1;0;0;0;0;0
102;cfg_raw_cam_02_fhd_h265_20230610T120001.mkv;02;2023-06-10 12:00:01;1227;-1;0;0;0;0;0
103;cfg_raw_cam_02_fhd_h265_20230609T114002.mkv;02;2023-06-09 11:40:02;1147;-1;0;0;0;0;0
104;cfg_raw_cam_02_fhd_h265_20230609T144002.mkv;02;2023-06-09 14:40:02;1930;-1;0;0;0;0;0
105;cfg_raw_cam_02_fhd_h265_20230609T094000.mkv;02;2023-06-09 09:40:00;1976;-1;0;0;0;0;0
106;cfg_raw_cam_02_fhd_h265_20230609T141001.mkv;02;2023-06-09 14:10:01;1394;-1;0;0;0;0;0
107;cfg_raw_cam_02_fhd_h265_20230609T103000.mkv;02;2023-06-09 10:30:00;1773;-1;0;0;0;0;0
108;cfg_raw_cam_02_fhd_h265_20230609T122002.mkv;02;2023-06-09 12:20:02;1347;-1;0;0;0;0;0
109;cfg_raw_cam_02_fhd_h265_20230610T170000.mkv;02;2023-06-10 17:00:00;508;-1;0;0;0;0;0
110;cfg_raw_cam_02_fhd_h265_20230610T124002.mkv;02;2023-06-10 12:40:02;2162;-1;0;0;0;0;0
111;cfg_raw_cam_02_fhd_h265_20230609T121003.mkv;02;2023-06-09 12:10:03;716;-1;0;0;0;0;0
112;cfg_raw_cam_02_fhd_h265_20230610T165001.mkv;02;2023-06-10 16:50:01;559;-1;0;0;0;0;0
113;cfg_raw_cam_02_fhd_h265_20230609T123001.mkv;02;2023-06-09 12:30:01;1282;-1;0;0;0;0;0
114;cfg_raw_cam_02_fhd_h265_20230610T172002.mkv;02;2023-06-10 17:20:02;1282;-1;0;0;0;0;0
115;cfg_raw_cam_02_fhd_h265_20230610T084002.mkv;02;2023-06-10 08:40:02;433;-1;0;0;0;0;0
116;cfg_raw_cam_02_fhd_h265_20230610T164001.mkv;02;2023-06-10 16:40:01;1039;-1;0;0;0;0;0
117;cfg_raw_cam_02_fhd_h265_20230609T091002.mkv;02;2023-06-09 09:10:02;694;-1;0;0;0;0;0
118;cfg_raw_cam_02_fhd_h265_20230610T142001.mkv;02;2023-06-10 14:20:01;445;-1;0;0;0;0;0
119;cfg_raw_cam_02_fhd_h265_20230609T144002.mkv;02;2023-06-09 14:40:02;1218;-1;0;0;0;0;0
120;cfg_raw_cam_02_fhd_h265_20230610T151001.mkv;02;2023-06-10 15:10:01;1987;-1;0;0;0;0;0
121;cfg_raw_cam_01_fhd_h265_20230609T194003.mkv;01;2023-06-09 19:40:03;283;-1;0;0;0;0;0
122;cfg_raw_cam_02_fhd_h265_20230610T115002.mkv;02;2023-06-10 11:50:02;1223;-1;0;0;0;0;0
123;cfg_raw_cam_02_fhd_h265_20230609T112000.mkv;02;2023-06-09 11:20:00;1761;-1;0;0;0;0;0
124;cfg_raw_cam_02_fhd_h265_20230609T142000.mkv;02;2023-06-09 14:20:00;297;-1;0;0;0;0;0
125;cfg_raw_cam_02_fhd_h265_20230610T164001.mkv;02;2023-06-10 16:40:01;927;-1;0;0;0;0;0
126;cfg_raw_cam_01_fhd_h265_20230609T064001.mkv;01;2023-06-09 06:40:01;253;-1;0;0;0;0;0
127;cfg_raw_cam_02_fhd_h265_20230609T112000.mkv;02;2023-06-09 11:20:00;411;-1;0;0;0;0;0
128;cfg_raw_cam_02_fhd_h265_20230610T111001.mkv;02;2023-06-10 11:10:01;280;-1;0;0;0;0;0
129;cfg_raw_cam_02_fhd_h265_20230610T145003.mkv;02;2023-06-10 14:50:03;740;-1;0;0;0;0;0
130;cfg_raw_cam_02_fhd_h265_20230610T114003.mkv;02;2023-06-10 11:40:03;2195;-1;0;0;0;0;0
131;cfg_raw_cam_01_fhd_h265_20230609T105000.mkv;01;2023-06-09 10:50:00;1360;-1;0;0;0;0;0
132;cfg_raw_cam_02_fhd_h265_20230609T160003.mkv;02;2023-06-09 16:00:03;1794;-1;0;0;0;0;0
133;cfg_raw_cam_02_fhd_h265_20230609T143003.mkv;02;2023-06-09 14:30:03;1680;-1;0;0;0;0;0
134;cfg_raw_cam_02_fhd_h265_20230610T132002.mkv;02;2023-06-10 13:20:02;2002;-1;0;0;0;0;0
135;cfg_raw_cam_02_fhd_h265_20230610T170000.mkv;02;2023-06-10 17:00:00;24;-1;0;0;0;0;0
136;cfg_raw_cam_02_fhd_h265_20230610T140003.mkv;02;2023-06-10 14:00:03;492;-1;0;0;0;0;0
137;cfg_raw_cam_02_fhd_h265_20230609T151000.mkv;02;2023-06-09 15:10:00;7;-1;0;0;0;0;0
138;cfg_raw_cam_02_fhd_h265_20230609T090003.mkv;02;2023-06-09 09:00:03;1114;-1;0;0;0;0;0
139;cfg_raw_cam_02_fhd_h265_20230610T164001.mkv;02;2023-06-10 16:40:01;1719;-1;0;0;0;0;0
140;cfg_raw_cam_02_fhd_h265_20230610T083003.mkv;02;2023-06-10 08:30:03;812;-1;0;0;0;0;0
141;cfg_raw_cam_02_fhd_h265_20230609T141001.mkv;02;2023-06-09 14:10:01;1703;-1;0;0;0;0;0
142;cfg_raw_cam_02_fhd_h265_20230609T162002.mkv;02;2023-06-09 16:20:02;1639;-1;0;0;0;0;0
143;cfg_raw_cam_02_fhd_h265_20230610T102002.mkv;02;2023-06-10 10:20:02;1336;-1;0;0;0;0;0
144;cfg_raw_cam_01_fhd_h265_20230609T150003.mkv;01;2023-06-09 15:00:03;181;-1;0;0;0;0;0
145;cfg_raw_cam_01_fhd_h265_20230609T114000.mkv;01;2023-06-09 11:40:00;1476;-1;0;0;0;0;0
146;cfg_raw_cam_02_fhd_h265_20230610T162003.mkv;02;2023-06-10 16:20:03;1827;-1;0;0;0;0;0
147;cfg_raw_cam_02_fhd_h265_20230610T102002.mkv;02;2023-06-10 10:20:02;106;-1;0;0;0;0;0
148;cfg_raw_cam_02_fhd_h265_20230609T143003.mkv;02;2023-06-09 14:30:03;1098;-1;0;0;0;0;0
149;cfg_raw_cam_01_fhd_h265_20230609T131000.mkv;01;2023-06-09 13:10:00;1730;-1;0;0;0;0;0
150;cfg_raw_cam_02_fhd_h265_20230610T094001.mkv;02;2023-06-10 09:40:01;1010;-1;0;0;0;0;0
151;cfg_raw_cam_02_fhd_h265_20230610T092003.mkv;02;2023-06-10 09:20:03;2145;-1;0;0;0;0;0
152;cfg_raw_cam_02_fhd_h265_20230609T093001.mkv;02;2023-06-09 09:30:01;745;-1;0;0;0;0;0
153;cfg_raw_cam_02_fhd_h265_20230609T160003.mkv;02;2023-06-09 16:00:03;2153;-1;0;0;0;0;0
154;cfg_raw_cam_02_fhd_h265_20230609T141001.mkv;02;2023-06-09 14:10:01;1398;-1;0;0;0;0;0
155;cfg_raw_cam_02_fhd_h265_20230610T184003.mkv;02;2023-06-10 18:40:03;1301;-1;0;0;0;0;0
156;cfg_raw_cam_02_fhd_h265_20230609T102000.mkv;02;2023-06-09 10:20:00;407;-1;0;0;0;0;0
157;cfg_raw_cam_02_fhd_h265_20230610T175003.mkv;02;2023-06-10 17:50:03;902;-1;0;0;0;0;0
158;cfg_raw_cam_02_fhd_h265_20230610T115002.mkv;02;2023-06-10 11:50:02;673;-1;0;0;0;0;0
159;cfg_raw_cam_02_fhd_h265_20230610T172002.mkv;02;2023-06-10 17:20:02;1258;-1;0;0;0;0;0
160;cfg_raw_cam_02_fhd_h265_20230609T112000.mkv;02;2023-06-09 11:20:00;699;-1;0;0;0;0;0
161;cfg_raw_cam_02_fhd_h265_20230609T144002.mkv;02;2023-06-09 14:40:02;1189;-1;0;0;0;0;0
162;cfg_raw_cam_02_fhd_h265_20230609T104003.mkv;02;2023-06-09 10:40:03;1061;-1;0;0;0;0;0
163;cfg_raw_cam_02_fhd_h265_20230609T180448.mkv;02;2023-06-09 18:04:48;1888;-1;0;0;0;0;0
164;cfg_raw_cam_02_fhd_h265_20230610T165001.mkv;02;2023-06-10 16:50:01;1029;-1;0;0;0;0;0
165;cfg_raw_cam_02_fhd_h265_20230609T113002.mkv;02;2023-06-09 11:30:02;1172;-1;0;0;0;0;0
166;cfg_raw_cam_02_fhd_h265_20230610T135000.mkv;02;2023-06-10 13:50:00;1673;-1;0;0;0;0;0
167;cfg_raw_cam_02_fhd_h265_20230610T130000.mkv;02;2023-06-10 13:00:00;1287;-1;0;0;0;0;0
168;cfg_raw_cam_01_fhd_h265_20230609T131000.mkv;01;2023-06-09 13:10:00;659;-1;0;0;0;0;0
169;cfg_raw_cam_02_fhd_h265_20230609T162002.mkv;02;2023-06-09 16:20:02;962;-1;0;0;0;0;0
170;cfg_raw_cam_02_fhd_h265_20230609T140002.mkv;02;2023-06-09 14:00:02;1702;-1;0;0;0;0;0
171;cfg_raw_cam_02_fhd_h265_20230609T154001.mkv;02;2023-06-09 15:40:01;411;-1;0;0;0;0;0
172;cfg_raw_cam_02_fhd_h265_20230610T122003.mkv;02;2023-06-10 12:20:03;207;-1;0;0;0;0;0
173;cfg_raw_cam_02_fhd_h265_20230609T101001.mkv;02;2023-06-09 10:10:01;2091;-1;0;0;0;0;0
174;cfg_raw_cam_02_fhd_h265_20230610T165001.mkv;02;2023-06-10 16:50:01;1240;-1;0;0;0;0;0
175;cfg_raw_cam_01_fhd_h265_20230609T131000.mkv;01;2023-06-09 13:10:00;2186;-1;0;0;0;0;0
176;cfg_raw_cam_02_fhd_h265_20230610T114003.mkv;02;2023-06-10 11:40:03;2049;-1;0;0;0;0;0
177;cfg_raw_cam_02_fhd_h265_20230610T141002.mkv;02;2023-06-10 14:10:02;1990;-1;0;0;0;0;0
178;cfg_raw_cam_01_fhd_h265_20230609T094002.mkv;01;2023-06-09 09:40:02;1108;-1;0;0;0;0;0
179;cfg_raw_cam_02_fhd_h265_20230609T123001.mkv;02;2023-06-09 12:30:01;2007;-1;0;0;0;0;0
180;cfg_raw_cam_02_fhd_h265_20230610T155002.mkv;02;2023-06-10 15:50:02;292;-1;0;0;0;0;0
181;cfg_raw_cam_02_fhd_h265_20230609T160003.mkv;02;2023-06-09 16:00:03;2269;-1;0;0;0;0;0
182;cfg_raw_cam_02_fhd_h265_20230610T102002.mkv;02;2023-06-10 10:20:02;516;-1;0;0;0;0;0
183;cfg_raw_cam_02_fhd_h265_20230610T184003.mkv;02;2023-06-10 18:40:03;188;-1;0;0;0;0;0
184;cfg_raw_cam_02_fhd_h265_20230610T130000.mkv;02;2023-06-10 13:00:00;2209;-1;0;0;0;0;0
185;cfg_raw_cam_02_fhd_h265_20230610T140003.mkv;02;2023-06-10 14:00:03;1015;-1;0;0;0;0;0
186;cfg_raw_cam_02_fhd_h265_20230610T162003.mkv;02;2023-06-10 16:20:03;2158;-1;0;0;0;0;0
187;cfg_raw_cam_01_fhd_h265_20230609T090001.mkv;01;2023-06-09 09:00:01;88;-1;0;0;0;0;0
188;cfg_raw_cam_02_fhd_h265_20230610T170000.mkv;02;2023-06-10 17:00:00;695;-1;0;0;0;0;0
189;cfg_raw_cam_02_fhd_h265_20230609T093001.mkv;02;2023-06-09 09:30:01;234;-1;0;0;0;0;0
190;cfg_raw_cam_02_fhd_h265_20230610T165001.mkv;02;2023-06-10 16:50:01;2073;-1;0;0;0;0;0
191;cfg_raw_cam_02_fhd_h265_20230610T134001.mkv;02;2023-06-10 13:40:01;484;-1;0;0;0;0;0
192;cfg_raw_cam_01_fhd_h265_20230609T124003.mkv;01;2023-06-09 12:40:03;15;-1;0;0;0;0;0
193;cfg_raw_cam_02_fhd_h265_20230609T154001.mkv;02;2023-06-09 15:40:01;1233;-1;0;0;0;0;0
194;cfg_raw_cam_02_fhd_h265_20230610T163002.mkv;02;2023-06-10 16:30:02;1403;-1;0;0;0;0;0
195;cfg_raw_cam_02_fhd_h265_20230609T142000.mkv;02;2023-06-09 14:20:00;2292;-1;0;0;0;0;0
196;cfg_raw_cam_02_fhd_h265_20230610T151001.mkv;02;2023-06-10 15:10:01;1227;-1;0;0;0;0;0
197;cfg_raw_cam_02_fhd_h265_20230610T094001.mkv;02;2023-06-10 09:40:01;1257;-1;0;0;0;0;0
198;cfg_raw_cam_02_fhd_h265_20230610T115002.mkv;02;2023-06-10 11:50:02;247;-1;0;0;0;0;0
199;cfg_raw_cam_01_fhd_h265_20230609T150003.mkv;01;2023-06-09 15:00:03;103;-1;0;0;0;0;0
200;cfg_raw_cam_02_fhd_h265_20230610T142001.mkv;02;2023-06-10 14:20:01;1384;-1;0;0;0;0;0
201;cfg_raw_cam_02_fhd_h265_20230609T154001.mkv;02;2023-06-09 15:40:01;1852;-1;0;0;0;0;0
202;cfg_raw_cam_02_fhd_h265_20230610T114003.mkv;02;2023-06-10 11:40:03;2158;-1;0;0;0;0;0
203;cfg_raw_cam_02_fhd_h265_20230609T090003.mkv;02;2023-06-09 09:00:03;2274;-1;0;0;0;0;0
204;cfg_raw_cam_01_fhd_h265_20230609T064001.mkv;01;2023-06-09 06:40:01;818;-1;0;0;0;0;0
205;cfg_raw_cam_01_fhd_h265_20230609T064001.mkv;01;2023-06-09 06:40:01;63;-1;0;0;0;0;0
206;cfg_raw_cam_02_fhd_h265_20230610T135000.mkv;02;2023-06-10 13:50:00;1533;-1;0;0;0;0;0
207;cfg_raw_cam_02_fhd_h265_20230610T155002.mkv;02;2023-06-10 15:50:02;1724;-1;0;0;0;0;0
208;cfg_raw_cam_02_fhd_h265_20230609T090003.mkv;02;2023-06-09 09:00:03;849;-1;0;0;0;0;0
209;cfg_raw_cam_01_fhd_h265_20230609T064001.mkv;01;2023-06-09 06:40:01;2055;-1;0;0;0;0;0
210;cfg_raw_cam_02_fhd_h265_20230610T114003.mkv;02;2023-06-10 11:40:03;1388;-1;0;0;0;0;0
211;cfg_raw_cam_02_fhd_h265_20230609T172001.mkv;02;2023-06-09 17:20:01;419;-1;0;0;0;0;0
212;cfg_raw_cam_02_fhd_h265_20230610T155002.mkv;02;2023-06-10 15:50:02;60;-1;0;0;0;0;0
213;cfg_raw_cam_02_fhd_h265_20230610T155002.mkv;02;2023-06-10 15:50:02;1371;-1;0;0;0;0;0
214;cfg_raw_cam_02_fhd_h265_20230610T164001.mkv;02;2023-06-10 16:40:01;1084;-1;0;0;0;0;0
215;cfg_raw_cam_02_fhd_h265_20230610T151001.mkv;02;2023-06-10 15:10:01;526;-1;0;0;0;0;0
216;cfg_raw_cam_02_fhd_h265_20230609T123001.mkv;02;2023-06-09 12:30:01;2143;-1;0;0;0;0;0
217;cfg_raw_cam_01_fhd_h265_20230609T090001.mkv;01;2023-06-09 09:00:01;1204;-1;0;0;0;0;0
218;cfg_raw_cam_02_fhd_h265_20230610T172002.mkv;02;2023-06-10 17:20:02;529;-1;0;0;0;0;0
219;cfg_raw_cam_01_fhd_h265_20230609T141003.mkv;01;2023-06-09 14:10:03;1688;-1;0;0;0;0;0
220;cfg_raw_cam_02_fhd_h265_20230610T091000.mkv;02;2023-06-10 09:10:00;1728;-1;0;0;0;0;0
221;cfg_raw_cam_02_fhd_h265_20230610T102002.mkv;02;2023-06-10 10:20:02;360;-1;0;0;0;0;0
